Domestic,TripReason,Vehicle,LogPrice,LogLeadTime,TimeOfDay,From_Rate,To_Rate,Route_Rate,User_Rate
1,0,1,14.552913829778756,2.7097246726203488,1,0.14293223542897673,0.14971349215343616,0.16494151407921234,0.13773065167352175
1,1,2,15.756120973924684,0.7208889844887416,1,0.14293223542897673,0.14252728380073953,0.16683013574994504,0.13773065167352175
1,1,2,16.392084396278097,1.5737809248091195,2,0.14293223542897673,0.1283361291111942,0.13382893809547408,0.13773065167352175
1,1,0,13.937728190688523,1.1766831925024475,3,0.14288943820223704,0.11699094393976052,0.15925364900875258,0.13773065167352175
1,1,0,14.01436141670944,1.1963143866986479,2,0.14293223542897673,0.13516894667994767,0.14943604137873678,0.13773065167352175
1,0,1,15.021481364952884,3.5609113374941397,2,0.16544028676247094,0.14969931713017282,0.18531180894007684,0.13773065167352175
1,0,1,10.596634733096073,0.7072627681108007,2,0.023148008684625503,0.12888111760123594,0.024377106490888804,0.13773065167352175
1,1,0,12.821258284620408,1.88616563854586,0,0.13144011443969283,0.0965803270640637,0.13984155980795396,0.4610816572959511
1,1,2,16.04434146236966,2.222403684536877,1,0.1065704742436525,0.14974230015187923,0.12372785206521168,0.13773065167352175
1,0,0,14.250534468313983,2.654396738229323,2,0.13144011443969283,0.123732768773373,0.15143718509132723,0.13773065167352175
1,1,1,13.875193560125448,1.839958225452101,3,0.1358253086736072,0.11730639757387507,0.1591231680662268,0.11477554306126812
1,1,1,11.156250521031495,1.8633920944951485,2,0.14293223542897673,0.07390897739013437,0.04889795960855088,0.13773065167352175
1,0,1,14.255699102130825,2.1653446384970616,0,0.14293223542897673,0.14971349215343616,0.16494151407921234,0.11477554306126812
1,1,0,14.626440774180603,2.024986139608391,0,0.13590299299616257,0.13516894667994767,0.12989640448981604,0.0983790369096584
1,1,0,14.475617884446018,0.5963643353187634,0,0.17350864333195978,0.19412050005711678,0.07220409679750836,0.11477554306126812
1,0,2,16.397770753008185,1.5962482310549873,2,0.1479978563113917,0.11842621840254249,0.11477554306126812,0.13773065167352175
1,0,2,15.850216205802719,3.030297533803715,0,0.1655284390896924,0.13516894667994767,0.14039946050870444,0.13773065167352175
1,0,2,14.508657738524219,1.1122396419294398,1,0.1655284390896924,0.14974230015187923,0.1855085818641225,0.13773065167352175
1,0,1,14.309596857725968,2.125457077774137,3,0.1655284390896924,0.14974230015187923,0.1855085818641225,0.10554082864797554
1,1,0,13.997832114758229,0.2768540686223137,3,0.10848980171669437,0.14974230015187923,0.14035319421908607,0.0983790369096584
1,1,0,13.16158409055761,0.835317452464127,2,0.18555177354230282,0.14974230015187923,0.17520895809309825,0.13773065167352175
1,1,1,13.106233995474446,1.859443838136644,3,0.15726069245914223,0.18675352804670362,0.12520968333956523,0.08608165729595109
1,0,2,16.137015535810832,3.1091204411155338,3,0.1655284390896924,0.14974230015187923,0.1855085818641225,0.21108165729595108
1,0,1,14.309596857725968,2.5600869648898756,3,0.1655284390896924,0.14974230015187923,0.1855085818641225,0.13773065167352175
1,1,1,13.417269294945429,1.5428730854036938,0,0.14293223542897673,0.1478587165070694,0.12119394499061616,0.13773065167352175
1,1,1,13.903979205951883,0.34237642433717,3,0.16544028676247094,0.18533103322300237,0.2237188949884995,0.13773065167352175
1,0,0,14.151982794585487,1.3593494585298809,1,0.1655284390896924,0.12361624176402798,0.21108165729595108,0.13773065167352175
1,0,1,14.895109907450452,3.136229781184121,2,0.14288943820223704,0.14963380452892425,0.16476449159735715,0.13773065167352175
1,1,0,13.9108207377686,1.558587599837654,1,0.116011770421038,0.13516894667994767,0.08804838950871174,0.21108165729595108
1,0,1,14.586544277181291,3.490250862274449,1,0.1655284390896924,0.15039171235918528,0.08419403534407253,0.13773065167352175
1,0,1,14.032233541475561,0.3694587726857711,0,0.14293223542897673,0.14971349215343616,0.16494151407921234,0.13773065167352175
1,0,1,13.45597438174451,1.383926406370188,1,0.15375804911787339,0.14969931713017282,0.144721528733818,0.13773065167352175
1,1,1,13.623744542342319,1.3322506900802793,1,0.1315742705974605,0.1294689391867596,0.10211399160659089,0.13773065167352175
1,0,1,15.04119592919586,1.1986900801381937,2,0.14293223542897673,0.1455289760138955,0.14734802516022222,0.13773065167352175
1,0,1,14.62443877150993,2.0396994925388205,1,0.10581383396072236,0.14971349215343616,0.10175595195496852,0.13773065167352175
1,1,1,14.586312983089824,2.711575607634001,2,0.1065704742436525,0.14974230015187923,0.12372785206521168,0.0983790369096584
